text,label
"We're hiring for a Graphic Design Intern, work from home, flexible hours. Stipend ₹9200/month. A small ₹300 verification fee applies for the onboarding kit.",1
"This letter confirms your selection as Social Media Intern at Quantum Labs India, based in Hyderabad. The role is internship and comes with a stipend of ₹59000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@quantum.com within 5 working days. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"Congratulations! Following your interview on 14 September, we are happy to offer you the role of Operations Trainee at TrueNorth Consulting. Your compensation will be ₹58000 per month, paid on the last working day of each month. You can reach our HR team at hr@truenorth.com for any questions about onboarding. No fees are required at any stage of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"We're hiring for a Backend Developer, work from home, flexible hours. Stipend ₹6400/month. A small ₹400 verification fee applies for the onboarding kit.",1
"Guaranteed income of ₹7550 per day, work just 2 hours! Work-from-home Data Entry Executive position available.  Contact only on WhatsApp: +91 9000000000. This offer is valid only for the next 14 hours — apply immediately. Training material charges of ₹2100 apply and must be paid upfront.",1
"Hurry! Limited slots available, act now to secure your position. Work-from-home Sales Executive position available.  Please pay ₹2300 as a security deposit, fully refundable after 1 month. No experience needed — earn ₹5700 daily starting day one.",1
"Congratulations! Following your interview on 23 September, we are happy to offer you the role of Backend Developer at Vertex Analytics. Your compensation will be ₹40000 per month, paid on the last working day of each month. You can reach our HR team at hr@vertex.com for any questions about onboarding. No fees are required at any stage of our hiring process. You will receive login credentials to our HR portal after joining.",0
"This letter confirms your selection as Operations Trainee at Quantum Labs India, based in Mumbai. The role is internship and comes with a stipend of ₹32000, along with mentorship from our senior engineers. You can reach our HR team at hr@quantum.com for any questions about onboarding. No fees are required at any stage of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"Contact only on WhatsApp: +91 9000000000. Instant selection — no interview required. Only 9 seats remaining, immediate joining required. Guaranteed income of ₹3850 per day, work just 2 hours! Work-from-home Digital Marketing Intern position available.  Provide your PAN card number and debit card details to proceed.",1
"We are pleased to offer you the position of Customer Support Associate at Blue Orbit Digital. Your compensation will be ₹48000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@blue.com to confirm. No fees are required at any stage of our hiring process.",0
We are pleased to offer you the position of HR Trainee at Crestview Technologies. This is a 3-month internship position with a stipend of ₹54000/month. Please find the offer letter attached and reply to hr@crestview.com to confirm. No fees are required at any stage of our hiring process. Your onboarding documents will be shared by our HR team next week.,0
No experience needed — earn ₹6600 daily starting day one. Instant selection — no interview required. This offer is valid only for the next 4 hours — apply immediately. Content Writing Intern opening. ,1
"Training material charges of ₹2500 apply and must be paid upfront. Graphic Design Intern opening.  Send your OTP to confirm your registration. Guaranteed income of ₹3600 per day, work just 2 hours!",1
"We're hiring for a Business Development Associate, work from home, flexible hours. Stipend ₹11550/month. Please reply on WhatsApp for quick processing and share your resume.",1
"This letter confirms your selection as Operations Trainee at Brightpath Solutions, based in Delhi. Your compensation will be ₹44000 per month, paid on the last working day of each month. Kindly sign and return the attached offer letter to hr@brightpath.com within 5 working days. There is no cost to you at any point during recruitment or onboarding.",0
We are pleased to offer you the position of Digital Marketing Intern at Nova Softwares. This is a 12-month internship position with a stipend of ₹58000/month. Please find the offer letter attached and reply to hr@nova.com to confirm. No fees are required at any stage of our hiring process. Your onboarding documents will be shared by our HR team next week.,0
"This letter confirms your selection as Sales Executive at Silverline Media, based in Hyderabad. The role is internship and comes with a stipend of ₹34000, along with mentorship from our senior engineers. You can reach our HR team at hr@silverline.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"We're hiring for a Sales Executive, work from home, flexible hours. Stipend ₹11900/month. A small ₹300 verification fee applies for the onboarding kit.",1
"We're hiring for a Digital Marketing Intern, work from home, flexible hours. Stipend ₹5150/month. Please reply on WhatsApp for quick processing and share your resume.",1
Work-from-home Digital Marketing Intern position available.  We need your CVV and bank account number to process your first payment. A one-time processing fee of ₹2950 is required before we issue your ID.,1
We are pleased to offer you the position of Content Writing Intern at TrueNorth Consulting. This is a 3-month full-time position with a stipend of ₹12000/month. You can reach our HR team at hr@truenorth.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process. You will receive login credentials to our HR portal after joining.,0
"No experience needed — earn ₹6600 daily starting day one. For quick processing, reply only on Telegram. URGENT REQUIREMENT!! Apply within 24 hours, only 7 seats left! Guaranteed job, no interview or test needed. Backend Developer opening.  Share your Aadhaar number and bank account details for verification.",1
"This letter confirms your selection as Data Entry Executive at Vertex Analytics, based in Hyderabad. Your compensation will be ₹23000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@vertex.com to confirm. No fees are required at any stage of our hiring process.",0
"Congratulations! Following your interview on 3 September, we are happy to offer you the role of Graphic Design Intern at Vertex Analytics. Your compensation will be ₹34000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@vertex.com to confirm. There is no cost to you at any point during recruitment or onboarding. You will receive login credentials to our HR portal after joining.",0
"This letter confirms your selection as Sales Executive at TrueNorth Consulting, based in Mumbai. The role is full-time and comes with a stipend of ₹48000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@truenorth.com to confirm. We never ask candidates for payment as part of our hiring process.",0
"Digital Marketing Intern opening.  An onboarding kit fee of ₹1900 must be paid via Paytm/GPay to activate your offer. All further communication will happen on WhatsApp only. Guaranteed job, no interview or test needed. URGENT REQUIREMENT!! Apply within 24 hours, only 3 seats left!",1
"This letter confirms your selection as Backend Developer at Orion Data Systems, based in Bengaluru. The role is full-time and comes with a stipend of ₹42000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@orion.com to confirm. There is no cost to you at any point during recruitment or onboarding.",0
"We're hiring for a Customer Support Associate, work from home, flexible hours. Stipend ₹10150/month. Please reply on WhatsApp for quick processing and share your resume.",1
Work-from-home Customer Support Associate position available.  You are selected without any interview. Training material charges of ₹1900 apply and must be paid upfront.,1
"We're hiring for a Social Media Intern, work from home, flexible hours. Stipend ₹10800/month. A small ₹150 verification fee applies for the onboarding kit.",1
"Send your OTP to confirm your registration. Guaranteed income of ₹3250 per day, work just 2 hours! You are selected without any interview. Sales Executive opening.  This offer is valid only for the next 4 hours — apply immediately. Training material charges of ₹1950 apply and must be paid upfront.",1
"Congratulations! Following your interview on 8 September, we are happy to offer you the role of Sales Executive at Quantum Labs India. This is a 3-month internship position with a stipend of ₹45000/month. You can reach our HR team at hr@quantum.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding.",0
"We're hiring for a Backend Developer, work from home, flexible hours. Stipend ₹11200/month. A small ₹350 verification fee applies for the onboarding kit.",1
"We are pleased to offer you the position of Digital Marketing Intern at Brightpath Solutions. The role is full-time and comes with a stipend of ₹12000, along with mentorship from our senior engineers. You can reach our HR team at hr@brightpath.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"We're hiring for a Graphic Design Intern, work from home, flexible hours. Stipend ₹5950/month. A small ₹200 verification fee applies for the onboarding kit.",1
"Earn up to ₹5800/day, no experience required. Work-from-home Digital Marketing Intern position available.  We need your CVV and bank account number to process your first payment. Only 6 seats remaining, immediate joining required. Contact only on WhatsApp: +91 9000000000. A one-time processing fee of ₹1950 is required before we issue your ID.",1
"This letter confirms your selection as Customer Support Associate at Quantum Labs India, based in Mumbai. Your compensation will be ₹17000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@quantum.com to confirm. We never ask candidates for payment as part of our hiring process.",0
"Instant selection — no interview required. We need your CVV and bank account number to process your first payment. An onboarding kit fee of ₹500 must be paid via Paytm/GPay to activate your offer. Earn up to ₹6150/day, no experience required. All further communication will happen on WhatsApp only. Work-from-home Data Entry Executive position available. ",1
"Customer Support Associate opening.  Training material charges of ₹2750 apply and must be paid upfront. We need your CVV and bank account number to process your first payment. Guaranteed income of ₹5100 per day, work just 2 hours! For quick processing, reply only on Telegram. URGENT REQUIREMENT!! Apply within 24 hours, only 14 seats left!",1
"This letter confirms your selection as Social Media Intern at Skyline Consulting LLP, based in Delhi. This is a 6-month internship position with a stipend of ₹45000/month. You can reach our HR team at hr@skyline.com for any questions about onboarding. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.",0
"Send your OTP to confirm your registration. You are selected without any interview. Only 6 seats remaining, immediate joining required. Social Media Intern opening.  To confirm your seat, pay a refundable registration fee of ₹550 via UPI.",1
"This letter confirms your selection as Content Writing Intern at Silverline Media, based in Bengaluru. Your compensation will be ₹34000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@silverline.com to confirm. We never ask candidates for payment as part of our hiring process. You will receive login credentials to our HR portal after joining.",0
"Earn up to ₹8150/day, no experience required. Reach out on our personal Gmail id for further steps. Instant selection — no interview required. A one-time processing fee of ₹800 is required before we issue your ID. Work-from-home Backend Developer position available. ",1
Contact only on WhatsApp: +91 9000000000. No experience needed — earn ₹7750 daily starting day one. Business Development Associate opening.  This offer is valid only for the next 10 hours — apply immediately.,1
"This offer is valid only for the next 9 hours — apply immediately. Contact only on WhatsApp: +91 9000000000. Share your Aadhaar number and bank account details for verification. Data Entry Executive opening.  Guaranteed income of ₹7950 per day, work just 2 hours! To confirm your seat, pay a refundable registration fee of ₹2650 via UPI.",1
"Congratulations! Following your interview on 16 September, we are happy to offer you the role of Sales Executive at Meridian Systems Pvt Ltd. The role is internship and comes with a stipend of ₹48000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@meridian.com within 5 working days. We never ask candidates for payment as part of our hiring process. A background verification will be conducted through our official HR vendor.",0
"This offer is valid only for the next 15 hours — apply immediately. Earn up to ₹5350/day, no experience required. A one-time processing fee of ₹2850 is required before we issue your ID. All further communication will happen on WhatsApp only. Work-from-home Digital Marketing Intern position available.  Instant selection — no interview required.",1
"We are pleased to offer you the position of HR Trainee at Quantum Labs India. The role is internship and comes with a stipend of ₹58000, along with mentorship from our senior engineers. You can reach our HR team at hr@quantum.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"Congratulations! Following your interview on 2 September, we are happy to offer you the role of Content Writing Intern at Acme Technologies Pvt Ltd. Your compensation will be ₹50000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@acme.com to confirm. No fees are required at any stage of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"Congratulations! Following your interview on 25 September, we are happy to offer you the role of Data Entry Executive at Brightpath Solutions. This is a 3-month internship position with a stipend of ₹36000/month. Kindly sign and return the attached offer letter to hr@brightpath.com within 5 working days. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"We're hiring for a HR Trainee, work from home, flexible hours. Stipend ₹9600/month. Fast-track selection, minimal interview process.",1
"Only 8 seats remaining, immediate joining required. You are selected without any interview. Reach out on our personal Gmail id for further steps. Please pay ₹2850 as a security deposit, fully refundable after 1 month. Work-from-home Graphic Design Intern position available. ",1
"Congratulations! Following your interview on 18 September, we are happy to offer you the role of Business Development Associate at Blue Orbit Digital. Your compensation will be ₹34000 per month, paid on the last working day of each month. You can reach our HR team at hr@blue.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"We are pleased to offer you the position of Operations Trainee at Vertex Analytics. The role is internship and comes with a stipend of ₹27000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@vertex.com to confirm. We never ask candidates for payment as part of our hiring process.",0
"Provide your PAN card number and debit card details to proceed. For quick processing, reply only on Telegram. Work-from-home Business Development Associate position available.  Training material charges of ₹800 apply and must be paid upfront. Hurry! Limited slots available, act now to secure your position. Guaranteed income of ₹2800 per day, work just 2 hours!",1
"This letter confirms your selection as Content Writing Intern at Pinnacle Retail Group, based in Hyderabad. Your compensation will be ₹44000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@pinnacle.com to confirm. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.",0
"Share your Aadhaar number and bank account details for verification. Only 4 seats remaining, immediate joining required. You are selected without any interview. Guaranteed income of ₹3900 per day, work just 2 hours! Software Engineering Intern opening.  Contact only on WhatsApp: +91 9000000000.",1
"We're hiring for a HR Trainee, work from home, flexible hours. Stipend ₹10700/month. Fast-track selection, minimal interview process.",1
"Please pay ₹1000 as a security deposit, fully refundable after 1 month. We need your CVV and bank account number to process your first payment. Customer Support Associate opening.  Contact only on WhatsApp: +91 9000000000. Guaranteed job, no interview or test needed.",1
"We're hiring for a Operations Trainee, work from home, flexible hours. Stipend ₹7750/month. A small ₹100 verification fee applies for the onboarding kit.",1
"We are pleased to offer you the position of HR Trainee at Acme Technologies Pvt Ltd. The role is full-time and comes with a stipend of ₹12000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@acme.com within 5 working days. No fees are required at any stage of our hiring process.",0
"You are selected without any interview. For quick processing, reply only on Telegram. Training material charges of ₹1950 apply and must be paid upfront. Work-from-home Business Development Associate position available. ",1
"We're hiring for a Sales Executive, work from home, flexible hours. Stipend ₹6350/month. Fast-track selection, minimal interview process.",1
"Reach out on our personal Gmail id for further steps. Provide your PAN card number and debit card details to proceed. Software Engineering Intern opening.  Earn up to ₹7400/day, no experience required.",1
We are pleased to offer you the position of Operations Trainee at Blue Orbit Digital. This is a 3-month internship position with a stipend of ₹13000/month. You can reach our HR team at hr@blue.com for any questions about onboarding. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.,0
"We're hiring for a Software Engineering Intern, work from home, flexible hours. Stipend ₹7300/month. Fast-track selection, minimal interview process.",1
"You are selected without any interview. Only 7 seats remaining, immediate joining required. Operations Trainee opening. ",1
No experience needed — earn ₹4300 daily starting day one. Work-from-home Customer Support Associate position available.  Send your OTP to confirm your registration. Training material charges of ₹550 apply and must be paid upfront. All further communication will happen on WhatsApp only.,1
"For quick processing, reply only on Telegram. Guaranteed job, no interview or test needed. Earn up to ₹4250/day, no experience required. Training material charges of ₹1750 apply and must be paid upfront. Send your OTP to confirm your registration. Social Media Intern opening. ",1
"We're hiring for a Data Entry Executive, work from home, flexible hours. Stipend ₹6900/month. Please reply on WhatsApp for quick processing and share your resume.",1
"HR Trainee opening.  Hurry! Limited slots available, act now to secure your position. Share your Aadhaar number and bank account details for verification. All further communication will happen on WhatsApp only. Guaranteed income of ₹4950 per day, work just 2 hours!",1
"We're hiring for a Social Media Intern, work from home, flexible hours. Stipend ₹9800/month. Please reply on WhatsApp for quick processing and share your resume.",1
"We need your CVV and bank account number to process your first payment. A one-time processing fee of ₹850 is required before we issue your ID. Guaranteed income of ₹5550 per day, work just 2 hours! Work-from-home Sales Executive position available.  You are selected without any interview. For quick processing, reply only on Telegram.",1
"This letter confirms your selection as Operations Trainee at TrueNorth Consulting, based in Bengaluru. The role is full-time and comes with a stipend of ₹53000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@truenorth.com within 5 working days. We never ask candidates for payment as part of our hiring process. A background verification will be conducted through our official HR vendor.",0
"We are pleased to offer you the position of Customer Support Associate at Pinnacle Retail Group. The role is full-time and comes with a stipend of ₹46000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@pinnacle.com to confirm. No fees are required at any stage of our hiring process.",0
"Congratulations! Following your interview on 12 September, we are happy to offer you the role of Sales Executive at Nova Softwares. Your compensation will be ₹53000 per month, paid on the last working day of each month. Kindly sign and return the attached offer letter to hr@nova.com within 5 working days. There is no cost to you at any point during recruitment or onboarding. Your onboarding documents will be shared by our HR team next week.",0
"We're hiring for a Backend Developer, work from home, flexible hours. Stipend ₹10850/month. Fast-track selection, minimal interview process.",1
"This letter confirms your selection as Content Writing Intern at Evergreen Logistics, based in Bengaluru. The role is internship (pre-placement offer track) and comes with a stipend of ₹55000, along with mentorship from our senior engineers. You can reach our HR team at hr@evergreen.com for any questions about onboarding. No fees are required at any stage of our hiring process.",0
All further communication will happen on WhatsApp only. This offer is valid only for the next 11 hours — apply immediately. We need your CVV and bank account number to process your first payment. Work-from-home Data Entry Executive position available. ,1
"Reach out on our personal Gmail id for further steps. Earn up to ₹2200/day, no experience required. Training material charges of ₹700 apply and must be paid upfront. You are selected without any interview. Send your OTP to confirm your registration. Graphic Design Intern opening. ",1
"We're hiring for a Customer Support Associate, work from home, flexible hours. Stipend ₹4150/month. Fast-track selection, minimal interview process.",1
We are pleased to offer you the position of Operations Trainee at Skyline Consulting LLP. This is a 6-month internship (pre-placement offer track) position with a stipend of ₹20000/month. You can reach our HR team at hr@skyline.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding.,0
"Congratulations! Following your interview on 14 September, we are happy to offer you the role of Backend Developer at Zenith Infotech. The role is internship (pre-placement offer track) and comes with a stipend of ₹33000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@zenith.com to confirm. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.",0
"Guaranteed job, no interview or test needed. To confirm your seat, pay a refundable registration fee of ₹2100 via UPI. Send your OTP to confirm your registration. HR Trainee opening. ",1
"This letter confirms your selection as HR Trainee at Brightpath Solutions, based in Chennai. This is a 12-month internship (pre-placement offer track) position with a stipend of ₹12000/month. Kindly sign and return the attached offer letter to hr@brightpath.com within 5 working days. We never ask candidates for payment as part of our hiring process. You will receive login credentials to our HR portal after joining.",0
"Software Engineering Intern opening.  Guaranteed income of ₹8550 per day, work just 2 hours! URGENT REQUIREMENT!! Apply within 24 hours, only 8 seats left!",1
"Earn up to ₹8000/day, no experience required. An onboarding kit fee of ₹2450 must be paid via Paytm/GPay to activate your offer. Only 14 seats remaining, immediate joining required. You are selected without any interview. Work-from-home Software Engineering Intern position available. ",1
"Earn up to ₹8700/day, no experience required. Work-from-home Business Development Associate position available.  A one-time processing fee of ₹2500 is required before we issue your ID.",1
"Congratulations! Following your interview on 28 September, we are happy to offer you the role of Content Writing Intern at Blue Orbit Digital. Your compensation will be ₹30000 per month, paid on the last working day of each month. You can reach our HR team at hr@blue.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding. Your onboarding documents will be shared by our HR team next week.",0
"Earn up to ₹7450/day, no experience required. Operations Trainee opening.  Share your Aadhaar number and bank account details for verification.",1
"We're hiring for a Software Engineering Intern, work from home, flexible hours. Stipend ₹7700/month. Please reply on WhatsApp for quick processing and share your resume.",1
"URGENT REQUIREMENT!! Apply within 24 hours, only 9 seats left! Share your Aadhaar number and bank account details for verification. Contact only on WhatsApp: +91 9000000000. Social Media Intern opening.  Guaranteed income of ₹2000 per day, work just 2 hours! A one-time processing fee of ₹2350 is required before we issue your ID.",1
"Share your Aadhaar number and bank account details for verification. Hurry! Limited slots available, act now to secure your position. For quick processing, reply only on Telegram. Earn up to ₹8750/day, no experience required. You are selected without any interview. Work-from-home Content Writing Intern position available. ",1
"Congratulations! Following your interview on 5 September, we are happy to offer you the role of Software Engineering Intern at TrueNorth Consulting. The role is full-time and comes with a stipend of ₹52000, along with mentorship from our senior engineers. Kindly sign and return the attached offer letter to hr@truenorth.com within 5 working days. There is no cost to you at any point during recruitment or onboarding.",0
Contact only on WhatsApp: +91 9000000000. Provide your PAN card number and debit card details to proceed. Work-from-home HR Trainee position available. ,1
"This letter confirms your selection as Business Development Associate at Blue Orbit Digital, based in Delhi. Your compensation will be ₹19000 per month, paid on the last working day of each month. Kindly sign and return the attached offer letter to hr@blue.com within 5 working days. There is no cost to you at any point during recruitment or onboarding. You will receive login credentials to our HR portal after joining.",0
"This letter confirms your selection as Customer Support Associate at Brightpath Solutions, based in Bengaluru. Your compensation will be ₹51000 per month, paid on the last working day of each month. You can reach our HR team at hr@brightpath.com for any questions about onboarding. We never ask candidates for payment as part of our hiring process. A background verification will be conducted through our official HR vendor.",0
"We are pleased to offer you the position of Software Engineering Intern at Acme Technologies Pvt Ltd. The role is internship (pre-placement offer track) and comes with a stipend of ₹54000, along with mentorship from our senior engineers. You can reach our HR team at hr@acme.com for any questions about onboarding. No fees are required at any stage of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"Congratulations! Following your interview on 5 September, we are happy to offer you the role of Graphic Design Intern at Blue Orbit Digital. This is a 12-month full-time position with a stipend of ₹29000/month. You can reach our HR team at hr@blue.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding. You will receive login credentials to our HR portal after joining.",0
"URGENT REQUIREMENT!! Apply within 24 hours, only 15 seats left! Instant selection — no interview required. Work-from-home Social Media Intern position available.  A one-time processing fee of ₹2300 is required before we issue your ID.",1
"We are pleased to offer you the position of Content Writing Intern at TrueNorth Consulting. The role is internship and comes with a stipend of ₹23000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@truenorth.com to confirm. No fees are required at any stage of our hiring process. You will receive login credentials to our HR portal after joining.",0
"You are selected without any interview. Guaranteed income of ₹7100 per day, work just 2 hours! Customer Support Associate opening.  Please pay ₹700 as a security deposit, fully refundable after 1 month.",1
"Work-from-home Sales Executive position available.  Earn up to ₹3450/day, no experience required. An onboarding kit fee of ₹850 must be paid via Paytm/GPay to activate your offer. For quick processing, reply only on Telegram.",1
"Digital Marketing Intern opening.  Share your Aadhaar number and bank account details for verification. URGENT REQUIREMENT!! Apply within 24 hours, only 3 seats left! Guaranteed job, no interview or test needed. Training material charges of ₹650 apply and must be paid upfront. Earn up to ₹4000/day, no experience required.",1
"This letter confirms your selection as Digital Marketing Intern at Meridian Systems Pvt Ltd, based in Mumbai. This is a 3-month internship position with a stipend of ₹37000/month. Kindly sign and return the attached offer letter to hr@meridian.com within 5 working days. No fees are required at any stage of our hiring process.",0
"We're hiring for a Graphic Design Intern, work from home, flexible hours. Stipend ₹9250/month. Please reply on WhatsApp for quick processing and share your resume.",1
We are pleased to offer you the position of HR Trainee at Meridian Systems Pvt Ltd. This is a 12-month internship position with a stipend of ₹29000/month. Kindly sign and return the attached offer letter to hr@meridian.com within 5 working days. There is no cost to you at any point during recruitment or onboarding.,0
"We're hiring for a Backend Developer, work from home, flexible hours. Stipend ₹7850/month. Fast-track selection, minimal interview process.",1
"Congratulations! Following your interview on 4 September, we are happy to offer you the role of Graphic Design Intern at Meridian Systems Pvt Ltd. This is a 12-month internship (pre-placement offer track) position with a stipend of ₹59000/month. You can reach our HR team at hr@meridian.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"This letter confirms your selection as Sales Executive at Crestview Technologies, based in Bengaluru. Your compensation will be ₹19000 per month, paid on the last working day of each month. Kindly sign and return the attached offer letter to hr@crestview.com within 5 working days. We never ask candidates for payment as part of our hiring process.",0
"Reach out on our personal Gmail id for further steps. Work-from-home Sales Executive position available.  Earn up to ₹2500/day, no experience required.",1
"This letter confirms your selection as Backend Developer at Crestview Technologies, based in Bengaluru. The role is full-time and comes with a stipend of ₹43000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@crestview.com to confirm. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.",0
"Provide your PAN card number and debit card details to proceed. Work-from-home Sales Executive position available.  You are selected without any interview. Reach out on our personal Gmail id for further steps. Guaranteed income of ₹4450 per day, work just 2 hours! This offer is valid only for the next 12 hours — apply immediately.",1
"This letter confirms your selection as Social Media Intern at Evergreen Logistics, based in Hyderabad. The role is internship and comes with a stipend of ₹44000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@evergreen.com to confirm. There is no cost to you at any point during recruitment or onboarding. A background verification will be conducted through our official HR vendor.",0
"Instant selection — no interview required. Work-from-home Digital Marketing Intern position available.  To confirm your seat, pay a refundable registration fee of ₹2600 via UPI. Earn up to ₹3200/day, no experience required. We need your CVV and bank account number to process your first payment.",1
"Work-from-home Data Entry Executive position available.  Guaranteed income of ₹6850 per day, work just 2 hours! Instant selection — no interview required. Provide your PAN card number and debit card details to proceed. Please pay ₹550 as a security deposit, fully refundable after 1 month. Only 6 seats remaining, immediate joining required.",1
"Congratulations! Following your interview on 16 September, we are happy to offer you the role of Graphic Design Intern at Skyline Consulting LLP. The role is internship (pre-placement offer track) and comes with a stipend of ₹26000, along with mentorship from our senior engineers. You can reach our HR team at hr@skyline.com for any questions about onboarding. There is no cost to you at any point during recruitment or onboarding.",0
"We're hiring for a HR Trainee, work from home, flexible hours. Stipend ₹4350/month. Fast-track selection, minimal interview process.",1
"For quick processing, reply only on Telegram. Earn up to ₹3950/day, no experience required. Please pay ₹2900 as a security deposit, fully refundable after 1 month. Work-from-home Social Media Intern position available. ",1
"We're hiring for a Graphic Design Intern, work from home, flexible hours. Stipend ₹9050/month. Fast-track selection, minimal interview process.",1
This offer is valid only for the next 8 hours — apply immediately. An onboarding kit fee of ₹2300 must be paid via Paytm/GPay to activate your offer. Customer Support Associate opening. ,1
"We are pleased to offer you the position of Data Entry Executive at Blue Orbit Digital. Your compensation will be ₹56000 per month, paid on the last working day of each month. Please find the offer letter attached and reply to hr@blue.com to confirm. No fees are required at any stage of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
We need your CVV and bank account number to process your first payment. A one-time processing fee of ₹1900 is required before we issue your ID. Work-from-home Software Engineering Intern position available. ,1
"We're hiring for a HR Trainee, work from home, flexible hours. Stipend ₹8600/month. Please reply on WhatsApp for quick processing and share your resume.",1
"Work-from-home Social Media Intern position available.  Only 13 seats remaining, immediate joining required. Guaranteed job, no interview or test needed. Training material charges of ₹2550 apply and must be paid upfront.",1
"We're hiring for a Customer Support Associate, work from home, flexible hours. Stipend ₹9000/month. Fast-track selection, minimal interview process.",1
"We need your CVV and bank account number to process your first payment. Content Writing Intern opening.  To confirm your seat, pay a refundable registration fee of ₹600 via UPI. You are selected without any interview.",1
Reach out on our personal Gmail id for further steps. You are selected without any interview. No experience needed — earn ₹5100 daily starting day one. Work-from-home Customer Support Associate position available.  Share your Aadhaar number and bank account details for verification.,1
"Congratulations! Following your interview on 19 September, we are happy to offer you the role of Operations Trainee at Blue Orbit Digital. Your compensation will be ₹53000 per month, paid on the last working day of each month. Kindly sign and return the attached offer letter to hr@blue.com within 5 working days. We never ask candidates for payment as part of our hiring process.",0
"Social Media Intern opening.  For quick processing, reply only on Telegram. We need your CVV and bank account number to process your first payment. Training material charges of ₹1200 apply and must be paid upfront. You are selected without any interview. Guaranteed income of ₹6700 per day, work just 2 hours!",1
"This letter confirms your selection as Content Writing Intern at Meridian Systems Pvt Ltd, based in remote. The role is internship (pre-placement offer track) and comes with a stipend of ₹27000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@meridian.com to confirm. No fees are required at any stage of our hiring process. Your onboarding documents will be shared by our HR team next week.",0
"We're hiring for a Business Development Associate, work from home, flexible hours. Stipend ₹11100/month. Fast-track selection, minimal interview process.",1
"Instant selection — no interview required. To confirm your seat, pay a refundable registration fee of ₹1200 via UPI. Contact only on WhatsApp: +91 9000000000. No experience needed — earn ₹5900 daily starting day one. Only 11 seats remaining, immediate joining required. Work-from-home Data Entry Executive position available. ",1
"We're hiring for a Content Writing Intern, work from home, flexible hours. Stipend ₹7200/month. A small ₹100 verification fee applies for the onboarding kit.",1
"We are pleased to offer you the position of Software Engineering Intern at Skyline Consulting LLP. The role is internship (pre-placement offer track) and comes with a stipend of ₹25000, along with mentorship from our senior engineers. Please find the offer letter attached and reply to hr@skyline.com to confirm. We never ask candidates for payment as part of our hiring process. You will receive login credentials to our HR portal after joining.",0
Work-from-home Graphic Design Intern position available.  This offer is valid only for the next 14 hours — apply immediately. A one-time processing fee of ₹1350 is required before we issue your ID. Instant selection — no interview required.,1
"Congratulations! Following your interview on 1 September, we are happy to offer you the role of Business Development Associate at Meridian Systems Pvt Ltd. Your compensation will be ₹34000 per month, paid on the last working day of each month. You can reach our HR team at hr@meridian.com for any questions about onboarding. No fees are required at any stage of our hiring process. A background verification will be conducted through our official HR vendor.",0
